Configuration;Best way;Its distance;Average way;Dispersion
CR-1 PN-30 G-30 PP-10 SM-2 B-2 MAX_STEP50 PC-1;6-3-2-12-7-8-1-11-13-9-5-14-10-4-15-6;70.71;81.2575;[70.71-90.64]
CR-1 PN-30 G-30 PP-10 SM-2 B-2 MAX_STEP50 PC-2;2-5-13-11-1-9-6-3-8-10-4-14-7-12-15-2;79.59;87.2975;[79.59-98.93]
CR-1 PN-30 G-30 PP-10 SM-2 B-2 MAX_STEP50 PC-3;8-10-4-11-1-13-5-3-9-15-7-6-2-12-14-8;84.37;87.1975;[84.37-90.09]
CR-1 PN-30 G-30 PP-10 SM-2 B-2 MAX_STEP100 PC-1;6-3-9-5-13-10-4-2-7-15-14-8-1-11-12-6;76.86;86.125;[76.86-90.41]
CR-1 PN-30 G-30 PP-10 SM-2 B-2 MAX_STEP100 PC-2;4-14-6-10-7-2-12-15-3-9-5-11-13-1-8-4;80.64;89.125;[80.64-94.14]
CR-1 PN-30 G-30 PP-10 SM-2 B-2 MAX_STEP100 PC-3;10-2-12-7-15-11-3-6-5-13-9-1-8-14-4-10;86.54;90.5225;[86.54-101.16]
CR-1 PN-30 G-30 PP-10 SM-2 B-4 MAX_STEP10 PC-1;12-7-15-14-8-10-4-13-1-5-9-3-6-2-11-12;87.77;90.455;[87.77-93.36]
CR-1 PN-30 G-30 PP-10 SM-2 B-4 MAX_STEP10 PC-2;14-1-13-5-11-8-7-2-9-3-6-10-4-15-12-14;78.92;88.22;[78.92-99.07]
CR-1 PN-30 G-30 PP-10 SM-2 B-4 MAX_STEP10 PC-3;7-12-2-3-9-6-15-10-14-4-5-13-11-1-8-7;72.24;82.2775;[72.24-94.67]
CR-1 PN-30 G-30 PP-10 SM-2 B-4 MAX_STEP50 PC-1;3-11-13-5-9-12-7-4-8-1-14-10-15-2-6-3;73.1;77.18;[73.1-82.22]
CR-1 PN-30 G-30 PP-10 SM-2 B-4 MAX_STEP50 PC-2;13-5-1-11-9-3-6-10-7-15-8-14-4-12-2-13;78.86;84.105;[78.86-88.59]
CR-1 PN-30 G-30 PP-10 SM-2 B-4 MAX_STEP50 PC-3;9-5-13-11-1-8-2-6-3-14-10-4-15-7-12-9;66.85;82.4525;[66.85-90.98]
CR-1 PN-30 G-30 PP-10 SM-2 B-4 MAX_STEP100 PC-1;1-8-7-6-3-5-9-10-14-15-4-12-2-11-13-1;86.21;92.0675;[86.21-101.33]
CR-1 PN-30 G-30 PP-10 SM-2 B-4 MAX_STEP100 PC-2;4-15-10-14-7-2-12-6-3-5-8-1-11-13-9-4;75.37;84.5125;[75.37-92.03]
CR-1 PN-30 G-30 PP-10 SM-2 B-4 MAX_STEP100 PC-3;8-11-13-5-9-3-6-7-10-14-1-4-15-12-2-8;74.42;79.65;[74.42-85.56]
CR-1 PN-30 G-30 PP-15 SM-1 MAX_STEP10 PC-1;15-11-1-8-12-2-13-5-9-6-3-4-14-10-7-15;85.36;91.9225;[85.36-102.51]
CR-1 PN-30 G-30 PP-15 SM-1 MAX_STEP10 PC-2;15-10-7-6-3-2-4-8-14-1-11-5-13-9-12-15;81.36;87.4625;[81.36-100.25]
CR-1 PN-30 G-30 PP-15 SM-1 MAX_STEP10 PC-3;6-3-13-11-4-10-14-8-1-5-9-2-7-15-12-6;76.82;84.6525;[76.82-96.74]
CR-1 PN-30 G-30 PP-15 SM-1 MAX_STEP50 PC-1;15-4-10-11-9-5-13-1-8-14-12-6-3-2-7-15;71.99;92.48;[71.99-105.71]
CR-1 PN-30 G-30 PP-15 SM-1 MAX_STEP50 PC-2;4-7-15-2-12-6-3-9-11-1-5-13-8-14-10-4;60.7;83.7325;[60.7-96.41]
CR-1 PN-30 G-30 PP-15 SM-1 MAX_STEP50 PC-3;2-8-10-12-7-4-14-15-5-11-1-13-9-3-6-2;76.78;84.8425;[76.78-98.2]
CR-1 PN-30 G-30 PP-15 SM-1 MAX_STEP100 PC-1;7-8-3-2-12-9-6-5-13-11-1-14-10-15-4-7;86.85;90.2225;[86.85-94.98]
CR-1 PN-30 G-30 PP-15 SM-1 MAX_STEP100 PC-2;10-4-7-9-3-2-6-15-12-14-1-11-5-13-8-10;79.97;90.14;[79.97-100.55]
CR-1 PN-30 G-30 PP-15 SM-1 MAX_STEP100 PC-3;9-11-1-8-5-13-10-2-12-15-4-7-14-6-3-9;78.4;86.5825;[78.4-95.3]
CR-1 PN-30 G-30 PP-15 SM-2 B-2 MAX_STEP10 PC-1;8-1-11-13-12-3-5-9-6-15-7-2-4-10-14-8;83.12;86.7425;[83.12-93.23]
CR-1 PN-30 G-30 PP-15 SM-2 B-2 MAX_STEP10 PC-2;8-14-15-7-4-10-2-9-1-13-11-5-3-6-12-8;82.19;86.7525;[82.19-92.21]
CR-1 PN-30 G-30 PP-15 SM-2 B-2 MAX_STEP10 PC-3;2-3-1-9-5-13-11-8-10-14-7-4-15-12-6-2;74.96;80.5375;[74.96-86.52]
CR-1 PN-30 G-30 PP-15 SM-2 B-2 MAX_STEP50 PC-1;13-9-3-6-2-7-4-15-10-12-14-8-1-11-5-13;57.5;74.885;[57.5-84.09]
CR-1 PN-30 G-30 PP-15 SM-2 B-2 MAX_STEP50 PC-2;12-9-1-11-13-5-3-6-2-7-10-8-14-4-15-12;71.76;79.925;[71.76-87.3]
CR-1 PN-30 G-30 PP-15 SM-2 B-2 MAX_STEP50 PC-3;10-14-8-5-11-13-1-3-9-6-2-12-4-15-7-10;66.19;78.5675;[66.19-96.25]
CR-1 PN-30 G-30 PP-15 SM-2 B-2 MAX_STEP100 PC-1;1-11-5-13-9-3-6-2-15-10-7-12-14-4-8-1;61.19;80.5425;[61.19-97.84]
CR-1 PN-30 G-30 PP-15 SM-2 B-2 MAX_STEP100 PC-2;6-3-9-11-1-5-13-8-2-4-12-7-15-14-10-6;74.19;81.1125;[74.19-89.31]
CR-1 PN-30 G-30 PP-15 SM-2 B-2 MAX_STEP100 PC-3;8-14-6-3-9-11-5-13-1-15-7-12-2-4-10-8;72.11;82.555;[72.11-90.59]
CR-1 PN-30 G-30 PP-15 SM-2 B-6 MAX_STEP10 PC-1;10-14-15-2-6-3-9-13-5-1-11-8-12-7-4-10;62.57;77.7825;[62.57-88.02]
CR-1 PN-30 G-30 PP-15 SM-2 B-6 MAX_STEP10 PC-2;5-9-3-6-12-15-8-1-13-11-14-4-10-7-2-5;79.19;95.41;[79.19-105.66]
CR-1 PN-30 G-30 PP-15 SM-2 B-6 MAX_STEP10 PC-3;14-4-12-2-6-3-9-5-8-7-15-10-1-13-11-14;75.93;78.455;[75.93-80.39]
CR-1 PN-30 G-30 PP-15 SM-2 B-6 MAX_STEP50 PC-1;11-8-4-7-2-10-14-12-15-1-13-5-9-3-6-11;82.66;84.3475;[82.66-86.34]
CR-1 PN-30 G-30 PP-15 SM-2 B-6 MAX_STEP50 PC-2;9-11-13-1-14-8-5-10-4-7-15-12-2-6-3-9;71.96;82.3425;[71.96-86.19]
CR-1 PN-30 G-30 PP-15 SM-2 B-6 MAX_STEP50 PC-3;4-14-10-8-1-9-13-11-5-3-12-2-6-7-15-4;72.72;81.21;[72.72-87.3]
CR-1 PN-30 G-30 PP-15 SM-2 B-6 MAX_STEP100 PC-1;3-9-14-5-13-11-1-8-10-4-15-2-7-12-6-3;70.22;84.325;[70.22-89.67]
CR-1 PN-30 G-30 PP-15 SM-2 B-6 MAX_STEP100 PC-2;5-1-11-13-10-14-7-12-4-8-15-2-6-3-9-5;72.19;83.815;[72.19-88.46]
CR-1 PN-30 G-30 PP-15 SM-2 B-6 MAX_STEP100 PC-3;3-6-2-4-10-14-7-15-12-9-13-5-11-8-1-3;72.5;83.0725;[72.5-89.93]
CR-1 PN-50 G-1 PP-5 SM-1 MAX_STEP10 PC-1;14-8-1-5-11-13-12-9-2-7-15-10-6-3-4-14;91.79;99.0975;[91.79-105.72]
CR-1 PN-50 G-1 PP-5 SM-1 MAX_STEP10 PC-2;10-12-1-11-9-3-6-5-13-8-2-15-4-7-14-10;85.04;98.2225;[85.04-105.98]
CR-1 PN-50 G-1 PP-5 SM-1 MAX_STEP10 PC-3;8-9-3-6-12-15-7-2-4-10-11-5-13-14-1-8;82.53;94.915;[82.53-108.69]
CR-1 PN-50 G-1 PP-5 SM-1 MAX_STEP50 PC-1;14-15-4-2-6-3-11-8-7-12-10-1-13-9-5-14;92.33;99.47;[92.33-102.16]
CR-1 PN-50 G-1 PP-5 SM-1 MAX_STEP50 PC-2;4-15-7-8-14-2-6-12-3-1-5-9-13-11-10-4;92.2;97.935;[92.2-101.8]
CR-1 PN-50 G-1 PP-5 SM-1 MAX_STEP50 PC-3;10-12-2-4-15-13-5-3-6-9-7-14-11-1-8-10;92.3;96.0225;[92.3-106.89]
CR-1 PN-50 G-1 PP-5 SM-1 MAX_STEP100 PC-1;7-12-2-5-11-1-8-14-10-4-15-13-9-6-3-7;78.53;93.7625;[78.53-101.76]
CR-1 PN-50 G-1 PP-5 SM-1 MAX_STEP100 PC-2;13-5-11-14-12-2-15-10-4-1-8-7-6-3-9-13;81.66;94.615;[81.66-101.19]
CR-1 PN-50 G-1 PP-5 SM-1 MAX_STEP100 PC-3;11-1-8-15-4-10-5-9-3-14-6-12-7-2-13-11;93.85;97.9425;[93.85-100.64]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP10 PC-1;8-10-14-2-15-4-13-5-11-9-6-3-1-7-12-8;94.81;98.915;[94.81-107.57]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP10 PC-2;2-4-1-15-14-8-10-5-13-11-9-3-7-12-6-2;94.1;100.975;[94.1-107.36]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP10 PC-3;9-10-8-12-14-7-15-13-5-11-1-4-2-3-6-9;96.32;102.167;[96.32-108.94]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP50 PC-1;6-15-14-10-1-5-9-8-11-13-7-12-4-2-3-6;90.11;93.16;[90.11-97.55]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP50 PC-2;8-14-10-1-5-11-13-3-6-7-4-2-12-15-9-8;86.27;93.1925;[86.27-97.13]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP50 PC-3;13-5-11-8-1-9-3-2-6-4-10-7-12-15-14-13;76.57;90.23;[76.57-103.84]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-1;9-6-3-13-11-1-14-8-2-4-15-7-12-10-5-9;84.98;91.02;[84.98-97.33]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-2;8-1-15-10-14-12-2-6-3-7-4-13-11-5-9-8;83.81;92.7375;[83.81-98.92]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-3;4-14-10-8-9-5-3-1-11-13-15-7-6-2-12-4;89.04;94.675;[89.04-101.66]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP10 PC-1;3-6-15-14-5-4-7-10-2-12-11-8-1-13-9-3;98.7;102.48;[98.7-105.29]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP10 PC-2;7-4-15-10-6-2-1-13-5-8-14-9-11-3-12-7;99.22;102.773;[99.22-106.13]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP10 PC-3;1-9-14-10-8-6-2-3-12-4-7-15-11-13-5-1;92.81;99.2075;[92.81-105.07]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP50 PC-1;3-6-12-1-8-11-5-2-15-14-10-7-4-13-9-3;90.61;98.62;[90.61-104.62]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP50 PC-2;4-7-6-2-1-8-14-15-12-3-9-13-11-5-10-4;83.25;92.055;[83.25-99.09]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP50 PC-3;4-7-10-8-14-1-9-13-5-11-15-2-12-3-6-4;90.01;93.955;[90.01-98.45]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-1;11-13-5-9-1-8-10-4-14-7-15-6-3-12-2-11;78.37;87.225;[78.37-94.39]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-2;13-9-3-7-15-2-6-5-11-1-10-14-12-4-8-13;86.05;91.7275;[86.05-99.45]
CR-1 PN-50 G-1 PP-5 SM-2 B-2 MAX_STEP100 PC-3;14-10-2-4-12-7-15-9-11-13-5-8-1-6-3-14;87.69;93.47;[87.69-97.97]
CR-1 PN-50 G-1 PP-10 SM-1 MAX_STEP10 PC-1;2-12-4-7-6-15-13-11-8-1-5-9-14-10-3-2;95.94;100.685;[95.94-105.16]
CR-1 PN-50 G-1 PP-10 SM-1 MAX_STEP10 PC-2;1-9-3-6-4-5-8-14-12-15-10-7-2-13-11-1;93.15;101.665;[93.15-109.74]
CR-1 PN-50 G-1 PP-10 SM-1 MAX_STEP10 PC-3;12-1-13-9-11-8-14-6-3-5-7-4-10-15-2-12;98.3;100.14;[98.3-101.47]
CR-1 PN-50 G-1 PP-10 SM-1 MAX_STEP50 PC-1;15-6-3-13-1-5-11-9-2-7-12-8-10-4-14-15;85.93;92.2275;[85.93-100.75]
CR-1 PN-50 G-1 PP-10 SM-1 MAX_STEP50 PC-2;7-14-8-10-1-11-13-5-9-4-12-2-15-6-3-7;83.34;93.9525;[83.34-103.52]
CR-1 PN-50 G-1 PP-10 SM-1 MAX_STEP50 PC-3;3-6-12-2-15-14-8-11-13-7-10-4-5-1-9-3;89.36;92.89;[89.36-99.07]
CR-1 PN-50 G-1 PP-10 SM-1 MAX_STEP100 PC-1;2-12-6-3-15-7-10-8-9-1-13-5-11-4-14-2;90.39;95.03;[90.39-104.7]
CR-1 PN-50 G-1 PP-10 SM-1 MAX_STEP100 PC-2;3-6-14-2-4-10-15-7-12-9-5-8-1-13-11-3;85.81;95.47;[85.81-101.51]
CR-1 PN-50 G-1 PP-10 SM-1 MAX_STEP100 PC-3;1-14-12-7-10-15-13-5-8-4-2-6-3-9-11-1;84.19;90.6725;[84.19-94.07]
CR-1 PN-50 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-1;3-2-6-10-8-11-7-13-5-1-14-4-15-12-9-3;100.88;103.213;[100.88-105.1]
CR-1 PN-50 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-2;9-5-13-2-6-8-1-12-7-14-10-4-15-3-11-9;97.18;102.89;[97.18-105.79]
CR-1 PN-50 G-1 PP-10 SM-2 B-2 MAX_STEP10 PC-3;6-9-8-4-15-12-2-3-7-10-14-11-5-1-13-6;93.3;99.21;[93.3-104.82]
CR-1 PN-50 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-1;1-11-5-8-10-3-6-9-13-12-15-2-7-4-14-1;90.03;96.1575;[90.03-104.18]
CR-1 PN-50 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-2;15-6-12-7-2-3-9-14-8-1-5-13-11-10-4-15;78.51;89.9325;[78.51-95.7]
CR-1 PN-50 G-1 PP-10 SM-2 B-2 MAX_STEP50 PC-3;4-6-15-9-8-1-13-5-11-3-2-12-7-14-10-4;87.7;92.7825;[87.7-96.76]
CR-1 PN-50 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-1;13-5-11-8-6-2-12-15-4-3-9-14-10-7-1-13;86.49;88.98;[86.49-94.79]
CR-1 PN-50 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-2;9-3-15-14-4-10-8-12-7-6-2-5-11-1-13-9;85.58;90.645;[85.58-99.12]
CR-1 PN-50 G-1 PP-10 SM-2 B-2 MAX_STEP100 PC-3;6-1-8-5-11-13-2-14-12-7-4-15-10-9-3-6;88.71;93.14;[88.71-98.78]
CR-1 PN-50 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-1;11-1-15-4-9-13-12-7-14-10-8-2-6-3-5-11;94.88;99.745;[94.88-103.96]
CR-1 PN-50 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-2;15-8-5-11-1-2-6-3-9-13-14-4-7-12-10-15;82.82;95.135;[82.82-108.44]
CR-1 PN-50 G-1 PP-10 SM-2 B-4 MAX_STEP10 PC-3;12-10-15-2-14-13-8-6-3-9-5-1-11-4-7-12;93.55;100.227;[93.55-108.45]
CR-1 PN-50 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-1;15-14-4-7-13-6-3-9-5-1-11-8-10-2-12-15;84;87.0775;[84-91.51]
CR-1 PN-50 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-2;7-12-15-13-11-8-4-10-14-6-3-9-5-1-2-7;85.03;92.1325;[85.03-95.84]
CR-1 PN-50 G-1 PP-10 SM-2 B-4 MAX_STEP50 PC-3;5-13-11-3-6-12-14-10-1-8-4-7-15-2-9-5;77.58;86.375;[77.58-99.67]
CR-1 PN-50 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-1;10-7-4-2-12-6-9-3-5-11-1-13-14-8-15-10;82.78;87.7725;[82.78-90.31]
CR-1 PN-50 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-2;15-3-8-1-11-13-5-9-6-14-10-4-7-2-12-15;74.36;86.1275;[74.36-91.55]
CR-1 PN-50 G-1 PP-10 SM-2 B-4 MAX_STEP100 PC-3;4-2-6-3-12-8-1-5-9-13-11-10-14-15-7-4;76.43;79.855;[76.43-84.73]
CR-1 PN-50 G-1 PP-25 SM-1 MAX_STEP10 PC-1;10-3-2-12-14-15-6-5-13-11-9-1-8-4-7-10;92.72;99.78;[92.72-106.56]
CR-1 PN-50 G-1 PP-25 SM-1 MAX_STEP10 PC-2;5-1-15-7-14-2-6-3-9-13-8-12-10-4-11-5;91.73;95.35;[91.73-99.95]
CR-1 PN-50 G-1 PP-25 SM-1 MAX_STEP10 PC-3;11-6-3-10-15-4-12-2-8-7-14-9-5-13-1-11;93.91;99.6925;[93.91-105.69]
CR-1 PN-50 G-1 PP-25 SM-1 MAX_STEP50 PC-1;11-12-2-3-6-15-4-7-14-10-1-5-13-9-8-11;87.59;97.275;[87.59-105.86]
CR-1 PN-50 G-1 PP-25 SM-1 MAX_STEP50 PC-2;11-1-12-2-14-15-7-10-6-3-8-4-9-5-13-11;93.3;95.375;[93.3-99.34]
CR-1 PN-50 G-1 PP-25 SM-1 MAX_STEP50 PC-3;1-14-10-12-2-15-7-4-8-5-13-11-3-6-9-1;78.98;91.3075;[78.98-97.25]
CR-1 PN-50 G-1 PP-25 SM-1 MAX_STEP100 PC-1;8-10-4-15-7-2-12-5-11-9-3-6-14-13-1-8;81.42;91.7925;[81.42-101.98]
CR-1 PN-50 G-1 PP-25 SM-1 MAX_STEP100 PC-2;8-14-4-10-7-11-13-5-3-9-1-6-2-15-12-8;91.85;98.135;[91.85-104.84]
CR-1 PN-50 G-1 PP-25 SM-1 MAX_STEP100 PC-3;1-8-2-12-3-14-15-4-10-7-6-9-11-13-5-1;85.04;95.3925;[85.04-101.66]
CR-1 PN-50 G-1 PP-25 SM-2 B-2 MAX_STEP10 PC-1;3-7-4-2-12-15-8-14-10-6-5-11-13-9-1-3;96.27;99.0525;[96.27-103.03]
CR-1 PN-50 G-1 PP-25 SM-2 B-2 MAX_STEP10 PC-2;10-15-4-14-8-1-11-5-7-12-9-6-3-2-13-10;92.85;97.665;[92.85-104.12]
CR-1 PN-50 G-1 PP-25 SM-2 B-2 MAX_STEP10 PC-3;15-14-10-12-7-8-9-1-13-5-11-6-3-2-4-15;83.67;95.95;[83.67-106.98]
CR-1 PN-50 G-1 PP-25 SM-2 B-2 MAX_STEP50 PC-1;7-3-6-2-4-12-11-8-14-10-1-13-5-9-15-7;88.34;95.8025;[88.34-103.68]
CR-1 PN-50 G-1 PP-25 SM-2 B-2 MAX_STEP50 PC-2;5-1-8-2-12-10-14-4-7-3-6-15-11-9-13-5;88.12;94.685;[88.12-98.68]
CR-1 PN-50 G-1 PP-25 SM-2 B-2 MAX_STEP50 PC-3;9-11-1-14-3-2-6-12-10-15-7-4-8-13-5-9;85.21;98.995;[85.21-106.92]
CR-1 PN-50 G-1 PP-25 SM-2 B-2 MAX_STEP100 PC-1;13-15-12-2-7-10-14-9-5-3-6-4-8-1-11-13;85.92;89.1475;[85.92-93.89]
CR-1 PN-50 G-1 PP-25 SM-2 B-2 MAX_STEP100 PC-2;8-1-11-13-5-9-2-4-14-15-12-10-6-3-7-8;80.84;92.5975;[80.84-99.33]
CR-1 PN-50 G-1 PP-25 SM-2 B-2 MAX_STEP100 PC-3;11-13-9-6-3-7-15-12-2-4-10-1-5-14-8-11;83.22;89.005;[83.22-94.31]
CR-1 PN-50 G-1 PP-25 SM-2 B-10 MAX_STEP10 PC-1;2-10-12-8-1-9-6-3-5-11-13-4-14-15-7-2;88.04;93.615;[88.04-96.74]
CR-1 PN-50 G-1 PP-25 SM-2 B-10 MAX_STEP10 PC-2;6-15-12-4-10-14-11-5-13-1-8-2-3-7-9-6;90.89;94.41;[90.89-99.26]
CR-1 PN-50 G-1 PP-25 SM-2 B-10 MAX_STEP10 PC-3;9-13-5-11-15-7-10-4-12-14-1-8-3-2-6-9;86.11;90.905;[86.11-96.82]
CR-1 PN-50 G-1 PP-25 SM-2 B-10 MAX_STEP50 PC-1;5-13-11-1-8-7-2-15-4-6-12-10-14-3-9-5;75.75;79.81;[75.75-84.83]
CR-1 PN-50 G-1 PP-25 SM-2 B-10 MAX_STEP50 PC-2;5-13-11-1-4-15-2-12-9-3-6-7-10-14-8-5;73.05;76.805;[73.05-84.71]
CR-1 PN-50 G-1 PP-25 SM-2 B-10 MAX_STEP50 PC-3;2-1-11-7-12-15-4-10-14-8-13-5-9-3-6-2;70.69;75.735;[70.69-83.35]
CR-1 PN-50 G-1 PP-25 SM-2 B-10 MAX_STEP100 PC-1;1-11-13-5-9-6-2-4-7-12-15-3-10-14-8-1;68.57;71.7925;[68.57-75.51]
CR-1 PN-50 G-1 PP-25 SM-2 B-10 MAX_STEP100 PC-2;14-10-8-1-5-13-11-9-2-3-6-12-4-7-15-14;65.94;73.1375;[65.94-79.49]
CR-1 PN-50 G-1 PP-25 SM-2 B-10 MAX_STEP100 PC-3;10-14-12-7-4-8-1-13-11-5-9-6-3-2-15-10;62.99;70.2175;[62.99-80.15]
CR-1 PN-50 G-25 PP-5 SM-1 MAX_STEP10 PC-1;14-11-5-13-9-6-4-7-2-12-3-15-10-8-1-14;89.93;96.2475;[89.93-99.03]
CR-1 PN-50 G-25 PP-5 SM-1 MAX_STEP10 PC-2;15-4-12-3-6-9-13-11-5-1-8-14-10-2-7-15;64.68;85.9625;[64.68-97.29]
CR-1 PN-50 G-25 PP-5 SM-1 MAX_STEP10 PC-3;11-13-5-6-4-15-12-7-8-2-10-14-3-9-1-11;90.67;95.5675;[90.67-99.17]
CR-1 PN-50 G-25 PP-5 SM-1 MAX_STEP50 PC-1;6-3-9-13-11-1-12-7-14-8-2-4-15-10-5-6;90.23;96.4025;[90.23-100.08]
CR-1 PN-50 G-25 PP-5 SM-1 MAX_STEP50 PC-2;8-9-11-12-2-4-14-10-7-15-6-3-5-13-1-8;84.42;88.455;[84.42-94]
CR-1 PN-50 G-25 PP-5 SM-1 MAX_STEP50 PC-3;13-5-11-1-14-10-6-4-12-9-3-2-7-15-8-13;86.02;94.3575;[86.02-100.1]
CR-1 PN-50 G-25 PP-5 SM-1 MAX_STEP100 PC-1;9-6-3-7-4-15-12-2-10-14-11-5-8-1-13-9;76.79;86.8025;[76.79-98.1]
CR-1 PN-50 G-25 PP-5 SM-1 MAX_STEP100 PC-2;7-15-4-9-5-13-14-11-1-8-10-6-3-2-12-7;82.84;89.845;[82.84-98.1]
CR-1 PN-50 G-25 PP-5 SM-1 MAX_STEP100 PC-3;10-15-12-8-1-5-11-13-7-4-2-9-6-3-14-10;86.61;92.955;[86.61-98.06]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP10 PC-1;7-12-1-11-8-5-13-9-4-15-14-10-3-6-2-7;84.78;88.63;[84.78-95.29]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP10 PC-2;2-15-10-1-8-14-5-13-11-3-9-6-4-12-7-2;84.17;92.325;[84.17-104.89]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP10 PC-3;13-8-7-12-14-4-2-15-10-1-11-9-3-6-5-13;84.44;91.9825;[84.44-99.74]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP50 PC-1;4-7-12-5-9-3-6-2-15-10-14-1-11-13-8-4;73.22;87.2075;[73.22-94.38]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP50 PC-2;1-8-14-10-4-7-15-12-3-9-5-6-2-13-11-1;72.03;81.6275;[72.03-93.11]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP50 PC-3;3-6-9-5-11-13-1-8-14-10-12-7-2-15-4-3;63.81;77.7075;[63.81-92.25]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP100 PC-1;11-13-5-9-3-14-10-2-6-4-12-7-15-8-1-11;70.06;80.2625;[70.06-86.77]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP100 PC-2;8-1-11-5-9-13-3-6-2-12-10-4-15-7-14-8;63.73;76.8125;[63.73-89.13]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP100 PC-3;2-6-3-10-7-12-15-4-14-1-8-11-13-5-9-2;70.53;82.2;[70.53-92.92]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP10 PC-1;8-13-11-5-2-4-12-7-1-9-3-6-15-10-14-8;84.94;93.31;[84.94-99.61]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP10 PC-2;15-10-4-14-8-13-11-2-12-7-6-3-9-5-1-15;80.13;90.9525;[80.13-99.12]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP10 PC-3;12-14-15-4-7-10-1-13-11-5-8-3-9-6-2-12;77.88;86.46;[77.88-96.92]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP50 PC-1;15-4-7-2-12-8-13-6-3-9-5-11-1-14-10-15;73.81;77.83;[73.81-84.35]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP50 PC-2;12-7-4-14-3-15-10-8-13-1-11-5-9-2-6-12;85.02;90.7575;[85.02-100.66]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP50 PC-3;2-6-3-5-1-13-9-11-7-15-4-10-14-8-12-2;80.08;88.3575;[80.08-100.67]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP100 PC-1;12-2-15-4-8-14-10-6-3-9-5-1-11-13-7-12;72.73;85.54;[72.73-96.11]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP100 PC-2;15-12-14-10-7-4-1-8-13-5-11-9-6-3-2-15;73.88;86.1375;[73.88-95.23]
CR-1 PN-50 G-25 PP-5 SM-2 B-2 MAX_STEP100 PC-3;13-5-11-15-14-1-12-7-10-8-4-2-6-3-9-13;86.43;88.855;[86.43-93.99]
CR-1 PN-50 G-25 PP-10 SM-1 MAX_STEP10 PC-1;14-10-8-15-12-13-1-2-7-4-11-5-9-3-6-14;96.05;97.895;[96.05-100.7]
CR-1 PN-50 G-25 PP-10 SM-1 MAX_STEP10 PC-2;11-2-10-12-15-7-8-4-14-6-3-9-5-13-1-11;84.64;96.075;[84.64-101.41]
CR-1 PN-50 G-25 PP-10 SM-1 MAX_STEP10 PC-3;6-7-3-9-13-5-11-1-12-14-4-15-10-8-2-6;85.74;95.88;[85.74-104.42]
